id,user_id,match_id,runner_id,actions,status,coins_credited,odds,stake,liability,created_at,updated_at,info,market_id,provider_match_id,provider,heroic_market_type,winning_runner_ids,ip_address,debug_info
285,5,297,1,back,settled,105070.0,0.0,51250,51250,2025-12-10 07:26:00.043412,2025-12-10 07:52:39.079129,,2971234579123386,123457912338,studio21,studio21_rng,,127.0.0.1,"{""liability_capacity_validation"":{""current_user_coins"":4127477,""coins_used_every_where_else"":218606.2797332,""new_market_liability"":51250,""total_new_liability"":269856.2797332,""has_liability_capacity"":true}}"
281,5,240,22177,lay,settled,238000.0,1.19,200000,38000,2025-12-10 06:59:32.276837,2025-12-10 06:59:32.276837,"--- '{""title"":""Punjab Kings vs Mumbai Indians"",""team1"":""Punjab Kings"",""team2"":""Mumbai
  Indians"",""market"":{""id"":346,""betfair_market_id"":""Bookmaker_256"",""betfair_market_type"":""Bookmaker"",""match_id"":256,""heroic_market_type"":""bookmaker"",""runners"":[{""runner"":{""id"":22177,""betfair_selection_id"":""Punjab
  Kings_256"",""betfair_runner_name"":""Punjab Kings"",""status"":""ACTIVE"",""can_back"":true,""can_lay"":true,""back"":1.16,""lay"":1.19,""sid"":""Punjab
  Kings_256"",""b"":1.16,""l"":1.19}},{""runner"":{""id"":22178,""betfair_selection_id"":""Mumbai
  Indians_256"",""betfair_runner_name"":""Mumbai Indians"",""status"":""ACTIVE"",""can_back"":false,""can_lay"":false,""back"":"""",""lay"":"""",""sid"":""Mumbai
  Indians_256"",""b"":"""",""l"":""""}}],""status"":""OPEN""},""start_time"":""2025-07-30T14:44:00Z""}'
",346,256,arenas,bookmaker,"[""22178""]",127.0.0.1,"{""liability_capacity_validation"":{""current_user_coins"":4281227,""coins_used_every_where_else"":59856.2797332,""new_market_liability"":38000,""total_new_liability"":97856.2797332,""has_liability_capacity"":true}}"
280,5,240,22175,lay,settled,0.0,1.18,200000,36000,2025-12-10 06:57:08.631376,2025-12-10 06:57:08.631376,"--- '{""title"":""Punjab Kings vs Mumbai Indians"",""team1"":""Punjab Kings"",""team2"":""Mumbai
  Indians"",""market"":{""id"":345,""betfair_market_id"":""Match Winner_256"",""betfair_market_type"":""Match
  Winner"",""match_id"":256,""heroic_market_type"":""match_winner"",""runners"":[{""runner"":{""id"":22175,""betfair_selection_id"":""Punjab
  Kings_256"",""betfair_runner_name"":""Punjab Kings"",""status"":""ACTIVE"",""can_back"":true,""can_lay"":true,""back"":1.16,""lay"":1.18,""sid"":""Punjab
  Kings_256"",""b"":1.16,""l"":1.18}},{""runner"":{""id"":22176,""betfair_selection_id"":""Mumbai
  Indians_256"",""betfair_runner_name"":""Mumbai Indians"",""status"":""ACTIVE"",""can_back"":true,""can_lay"":true,""back"":1.17,""lay"":1.19,""sid"":""Mumbai
  Indians_256"",""b"":1.17,""l"":1.19}}],""status"":""OPEN""},""start_time"":""2025-07-30T14:44:00Z""}'
",345,256,arenas,match_winner,"[""22175""]",127.0.0.1,"{""liability_capacity_validation"":{""current_user_coins"":4281227,""coins_used_every_where_else"":26356.2797332,""new_market_liability"":36000,""total_new_liability"":62356.279733200005,""has_liability_capacity"":true}}"
275,5,289,1,back,settled,105070.0,0.0,51250,51250,2025-12-09 13:33:20.089293,2025-12-09 13:33:41.603029,,2891234579123306,123457912330,studio21,studio21_rng,,127.0.0.1,"{""liability_capacity_validation"":{""current_user_coins"":4432407,""coins_used_every_where_else"":21356.2797332,""new_market_liability"":0,""total_new_liability"":21356.2797332,""has_liability_capacity"":true}}"
274,5,288,1,back,settled,105070.0,0.0,51250,51250,2025-12-09 12:09:58.548918,2025-12-09 12:10:30.795125,,2881234579123286,123457912328,studio21,studio21_rng,,127.0.0.1,"{""liability_capacity_validation"":{""current_user_coins"":4273517,""coins_used_every_where_else"":21356.2797332,""new_market_liability"":0,""total_new_liability"":21356.2797332,""has_liability_capacity"":true}}"
273,5,288,1,back,settled,105070.0,0.0,51250,51250,2025-12-09 12:09:45.077670,2025-12-09 12:10:18.414667,,2881234579123286,123457912328,studio21,studio21_rng,,127.0.0.1,"{""liability_capacity_validation"":{""current_user_coins"":4324767,""coins_used_every_where_else"":21356.2797332,""new_market_liability"":0,""total_new_liability"":21356.2797332,""has_liability_capacity"":true}}"
272,5,287,1,back,settled,105070.0,0.0,51250,51250,2025-12-09 11:50:35.405634,2025-12-09 11:51:25.074662,,2871234579123256,123457912325,studio21,studio21_rng,,127.0.0.1,"{""liability_capacity_validation"":{""current_user_coins"":4060807,""coins_used_every_where_else"":21356.2797332,""new_market_liability"":0,""total_new_liability"":21356.2797332,""has_liability_capacity"":true}}"
271,5,287,1,back,settled,105070.0,0.0,51250,51250,2025-12-09 11:50:19.756214,2025-12-09 12:04:36.740282,,2871234579123256,123457912325,studio21,studio21_rng,,127.0.0.1,"{""liability_capacity_validation"":{""current_user_coins"":4112057,""coins_used_every_where_else"":21356.2797332,""new_market_liability"":0,""total_new_liability"":21356.2797332,""has_liability_capacity"":true}}"
270,5,287,1,back,settled,105070.0,0.0,51250,51250,2025-12-09 07:53:00.118024,2025-12-09 12:05:02.213600,,2871234579123256,123457912325,studio21,studio21_rng,,127.0.0.1,"{""liability_capacity_validation"":{""current_user_coins"":4163307,""coins_used_every_where_else"":21356.2797332,""new_market_liability"":0,""total_new_liability"":21356.2797332,""has_liability_capacity"":true}}"
269,5,286,1,back,settled,105070.0,0.0,51250,51250,2025-12-08 12:09:16.033289,2025-12-08 12:09:44.410170,,,123457912324,studio21,studio21_rng,,127.0.0.1,
